id,jp,en_gemini,en_ollama,qa_status
2894,extracted_02894,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
2906,extracted_02906,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
2908,extracted_02908,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
2916,extracted_02916,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
2917,extracted_02917,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
2950,extracted_02950,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
2952,extracted_02952,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
2979,extracted_02979,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
2980,extracted_02980,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
2981,extracted_02981,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
2982,extracted_02982,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
2983,extracted_02983,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
2984,extracted_02984,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
2985,extracted_02985,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
2987,extracted_02987,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
2989,extracted_02989,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
2990,extracted_02990,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
2991,extracted_02991,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
2992,extracted_02992,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
2993,extracted_02993,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
2996,extracted_02996,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
2997,extracted_02997,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
2998,extracted_02998,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3000,extracted_03000,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3006,extracted_03006,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3019,extracted_03019,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3023,extracted_03023,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3025,extracted_03025,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3027,extracted_03027,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3036,extracted_03036,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3037,extracted_03037,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3044,extracted_03044,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3045,extracted_03045,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3046,extracted_03046,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3083,extracted_03083,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3100,extracted_03100,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3106,extracted_03106,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3119,extracted_03119,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3127,extracted_03127,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3129,extracted_03129,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3130,extracted_03130,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3131,extracted_03131,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3140,extracted_03140,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3142,extracted_03142,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3160,extracted_03160,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3162,extracted_03162,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3168,extracted_03168,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3175,extracted_03175,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3186,extracted_03186,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3188,extracted_03188,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3189,extracted_03189,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3197,extracted_03197,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3200,extracted_03200,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3202,extracted_03202,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3226,extracted_03226,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3228,extracted_03228,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3229,extracted_03229,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3230,extracted_03230,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3277,extracted_03277,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3279,extracted_03279,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3329,extracted_03329,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3330,extracted_03330,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3331,extracted_03331,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3332,extracted_03332,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3333,extracted_03333,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3334,extracted_03334,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3335,extracted_03335,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3342,extracted_03342,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3343,extracted_03343,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3345,extracted_03345,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3346,extracted_03346,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3353,extracted_03353,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3356,extracted_03356,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3357,extracted_03357,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3360,extracted_03360,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3361,extracted_03361,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3370,extracted_03370,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3375,extracted_03375,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3377,extracted_03377,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3380,extracted_03380,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3382,extracted_03382,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3396,extracted_03396,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3415,extracted_03415,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3420,extracted_03420,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3423,extracted_03423,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3433,extracted_03433,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3445,extracted_03445,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3446,extracted_03446,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3448,extracted_03448,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3453,extracted_03453,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3461,extracted_03461,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3488,extracted_03488,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3489,extracted_03489,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3493,extracted_03493,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3502,extracted_03502,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3506,extracted_03506,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3508,extracted_03508,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3510,extracted_03510,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3512,extracted_03512,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
3514,extracted_03514,[TRANSLATION ERROR: Part.from_text() takes 1 positional argument but 2 were given],[OLLAMA ERROR: 404],REVIEW
